CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area
548,3,Brooklyn,054800,3054800,I,BK44,Madison,4016,7900.28390495000,1864436.36553000007
550,3,Brooklyn,055000,3055000,E,BK44,Madison,4016,5722.06088664000,1937232.76159000001
552,3,Brooklyn,055200,3055200,E,BK44,Madison,4016,5520.89472860000,1805017.39990000008
553,3,Brooklyn,055300,3055300,E,BK73,North Side-South Side,4001,5513.59415090000,1681865.74927000003
558,3,Brooklyn,055800,3055800,E,BK44,Madison,4016,5599.34479239000,1847310.15791999991
560,3,Brooklyn,056000,3056000,E,BK44,Madison,4016,5761.25947838000,1988439.59431000007
562,3,Brooklyn,056200,3056200,I,BK44,Madison,4016,5590.08497190000,1838820.82590999990
564,3,Brooklyn,056400,3056400,I,BK44,Madison,4016,6411.19274899000,1972387.63015000010
565,3,Brooklyn,056500,3056500,I,BK76,Greenpoint,4001,6837.32459427000,2561007.91766999988
566,3,Brooklyn,056600,3056600,I,BK44,Madison,4016,5577.84003521000,1846300.40091999993
568,3,Brooklyn,056800,3056800,I,BK44,Madison,4016,5221.45280227000,1267976.13645000011
569,3,Brooklyn,056900,3056900,I,BK76,Greenpoint,4001,5735.06263436000,1376243.88724999991
570,3,Brooklyn,057000,3057000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8653.41623461000,2824696.88854999980
571,3,Brooklyn,057100,3057100,E,BK76,Greenpoint,4001,5516.21053395000,1892836.35259000002
572,3,Brooklyn,057200,3057200,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6491.89519536000,2622725.16550000012
573,3,Brooklyn,057300,3057300,I,BK76,Greenpoint,4001,5625.86859875000,1831149.52307000011
574,3,Brooklyn,057400,3057400,I,BK44,Madison,4016,6539.23888553000,1713577.62878999999
576,3,Brooklyn,057600,3057600,I,BK44,Madison,4016,5342.00109812000,1707334.54426999995
578,3,Brooklyn,057800,3057800,I,BK44,Madison,4016,5522.41391228000,1853782.13323000004
580,3,Brooklyn,058000,3058000,E,BK44,Madison,4016,5340.45620972000,1707766.25502000004
586,3,Brooklyn,058600,3058600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5442.13945522000,1759616.26034000004
591,3,Brooklyn,059100,3059100,E,BK76,Greenpoint,4001,5916.28395672000,2060784.27781999996
592,3,Brooklyn,059200,3059200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8185.09611959000,2360097.74886000017
593,3,Brooklyn,059300,3059300,E,BK76,Greenpoint,4001,6059.94087765000,2023694.80997000006
594.01,3,Brooklyn,059401,3059401,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9659.79815508000,4528015.90673999954
594.02,3,Brooklyn,059402,3059402,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8094.77404374000,3470556.20507000014
596,3,Brooklyn,059600,3059600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6850.70557555000,1863185.13788000005
600,3,Brooklyn,060000,3060000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9650.32058734000,4732242.68747000024
610.03,3,Brooklyn,061003,3061003,E,BK19,Brighton Beach,4018,4774.99952354000,902198.46687400003
612,3,Brooklyn,061200,3061200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,7177.85143486000,2131583.62082999991
632,3,Brooklyn,063200,3063200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5753.22713957000,1264075.70289000007
636,3,Brooklyn,063600,3063600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5230.94540264000,1230571.83232000005
638,3,Brooklyn,063800,3063800,I,BK44,Madison,4016,8403.54988576000,1498401.08434999990
640,3,Brooklyn,064000,3064000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5734.95186947000,1651211.88399000000
646,3,Brooklyn,064600,3064600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5619.58895464000,1782721.28307999996
648,3,Brooklyn,064800,3064800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5217.26479351000,1631120.82221999997
650,3,Brooklyn,065000,3065000,I,BK58,Flatlands,4009,5765.93755949000,1789145.95103999996
652,3,Brooklyn,065200,3065200,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6302.37444023000,1875210.18522999994
654,3,Brooklyn,065400,3065400,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6780.00308134000,1631231.59855000000
656,3,Brooklyn,065600,3065600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5236.66079292000,1653143.99274999998
658,3,Brooklyn,065800,3065800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6272.71622398000,1650702.20311999996
660,3,Brooklyn,066000,3066000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5223.59689237000,1639605.45672999998
670,3,Brooklyn,067000,3067000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6204.72054420000,2244629.30378000019
672,3,Brooklyn,067200,3067200,I,BK58,Flatlands,4009,8351.80782064000,1876487.98873000010
674,3,Brooklyn,067400,3067400,I,BK58,Flatlands,4009,7270.49788157000,2039940.89489000011
676,3,Brooklyn,067600,3067600,I,BK58,Flatlands,4009,6353.53503466000,1672665.70497000008
678,3,Brooklyn,067800,3067800,I,BK58,Flatlands,4009,5416.41539819000,1789096.27985000005
680,3,Brooklyn,068000,3068000,I,BK58,Flatlands,4009,5527.06394518000,1817783.46610999992
682,3,Brooklyn,068200,3068200,I,BK58,Flatlands,4009,6486.69652888000,2176848.58884999994
686,3,Brooklyn,068600,3068600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6255.09036437000,1592924.43503000005
688,3,Brooklyn,068800,3068800,I,BK58,Flatlands,4009,5544.89282087000,1686416.93824999989
690,3,Brooklyn,069000,3069000,I,BK58,Flatlands,4009,6663.14381638000,1861629.05936999992
692,3,Brooklyn,069200,3069200,I,BK58,Flatlands,4009,6487.94855421000,1952887.71860000002
728,3,Brooklyn,072800,3072800,I,BK58,Flatlands,4009,7568.72837591000,2282665.34479000000
734,3,Brooklyn,073400,3073400,I,BK58,Flatlands,4009,5187.84455878000,1626697.93653999991
736,3,Brooklyn,073600,3073600,E,BK58,Flatlands,4009,5936.26185281000,1922085.84969999990
738,3,Brooklyn,073800,3073800,I,BK58,Flatlands,4009,5801.49522213000,1944417.12617000006
740,3,Brooklyn,074000,3074000,I,BK58,Flatlands,4009,5614.87900539000,1747894.57157999999
742,3,Brooklyn,074200,3074200,I,BK58,Flatlands,4009,5663.84002237000,1876115.57111999998
744,3,Brooklyn,074400,3074400,I,BK58,Flatlands,4009,5612.22041253000,1844716.48308999999
746,3,Brooklyn,074600,3074600,I,BK58,Flatlands,4009,7730.18930224000,2159993.82848000014
748,3,Brooklyn,074800,3074800,I,BK43,Midwood,4015,5679.86362424000,1900351.99809999997
750,3,Brooklyn,075000,3075000,E,BK43,Midwood,4015,5639.07872629000,1866699.15024000010
752,3,Brooklyn,075200,3075200,I,BK43,Midwood,4015,5638.87892263000,1864085.21139999991
754,3,Brooklyn,075400,3075400,I,BK43,Midwood,4015,5639.97218132000,1867167.79570999998
756,3,Brooklyn,075600,3075600,I,BK43,Midwood,4015,5582.96504690000,1867819.33067999990
760,3,Brooklyn,076000,3076000,I,BK43,Midwood,4015,6345.00330382000,1954536.39528999990
762,3,Brooklyn,076200,3076200,E,BK43,Midwood,4015,5822.84424881000,2024074.54921999993
764,3,Brooklyn,076400,3076400,I,BK42,Flatbush,4015,7034.14021060000,1740194.55279999995
768,3,Brooklyn,076800,3076800,E,BK43,Midwood,4015,9001.20989630000,3265655.28623000020
770,3,Brooklyn,077000,3077000,E,BK42,Flatbush,4015,7138.31688671000,1757364.74020999996
774,3,Brooklyn,077400,3077400,I,BK42,Flatbush,4015,7821.41182425000,1596705.20921000000
784,3,Brooklyn,078400,3078400,I,BK91,East Flatbush-Farragut,4010,5509.69422632000,1801875.89489000011
786,3,Brooklyn,078600,3078600,E,BK42,Flatbush,4015,5917.52441824000,1838554.04792999988
790,3,Brooklyn,079000,3079000,E,BK95,Erasmus,4010,5950.85344414000,1965032.15632999991
792,3,Brooklyn,079200,3079200,E,BK95,Erasmus,4010,6106.75650458000,2332263.87048000004
796.01,3,Brooklyn,079601,3079601,E,BK60,Prospect Lefferts Gardens-Wingate,4011,4382.68486056000,1188358.75059999991
800,3,Brooklyn,080000,3080000,I,BK60,Prospect Lefferts Gardens-Wingate,4011,5625.23050407000,1869357.37385999993
804,3,Brooklyn,080400,3080400,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6685.94142590000,2042543.22398000001
806,3,Brooklyn,080600,3080600,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6017.65686239000,1790089.36195999989
810,3,Brooklyn,081000,3081000,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6573.86855159000,1748352.26450000005
814,3,Brooklyn,081400,3081400,I,BK91,East Flatbush-Farragut,4010,5579.35555918000,1831958.54315999988
818,3,Brooklyn,081800,3081800,E,BK95,Erasmus,4010,5542.99874306000,1699559.95506000007
824,3,Brooklyn,082400,3082400,E,BK95,Erasmus,4010,6085.94691920000,2307258.41629000008
826,3,Brooklyn,082600,3082600,E,BK95,Erasmus,4010,5883.02945470000,2142838.82426000014
828,3,Brooklyn,082800,3082800,E,BK95,Erasmus,4010,5535.26983579000,1683688.68571999995
832,3,Brooklyn,083200,3083200,I,BK91,East Flatbush-Farragut,4010,5511.62404276000,1566888.33676999994
836,3,Brooklyn,083600,3083600,I,BK91,East Flatbush-Farragut,4010,6026.38895102000,2240975.53519999981
838,3,Brooklyn,083800,3083800,I,BK91,East Flatbush-Farragut,4010,5510.79876528000,1796855.89198000007
840,3,Brooklyn,084000,3084000,I,BK91,East Flatbush-Farragut,4010,5550.28271052000,1830663.38162999996
846,3,Brooklyn,084600,3084600,I,BK96,Rugby-Remsen Village,4010,5454.28444583000,1778802.69653000007
848,3,Brooklyn,084800,3084800,I,BK96,Rugby-Remsen Village,4010,4899.59674857000,1479845.46626999998
850,3,Brooklyn,085000,3085000,I,BK91,East Flatbush-Farragut,4010,7007.33742991000,1556707.78380999994
856,3,Brooklyn,085600,3085600,E,BK91,East Flatbush-Farragut,4010,6257.94191180000,1707739.55189000000
860,3,Brooklyn,086000,3086000,E,BK91,East Flatbush-Farragut,4010,5829.76973167000,1873858.60599999991
862,3,Brooklyn,086200,3086200,E,BK96,Rugby-Remsen Village,4010,4925.08736646000,1508724.51169999992
864,3,Brooklyn,086400,3086400,I,BK96,Rugby-Remsen Village,4010,5386.18192638000,1621224.16549000004
866,3,Brooklyn,086600,3086600,E,BK96,Rugby-Remsen Village,4010,7518.42148212000,1684237.12718000007
868,3,Brooklyn,086800,3086800,E,BK96,Rugby-Remsen Village,4010,5606.51952093000,1879388.24818000011
870,3,Brooklyn,087000,3087000,E,BK91,East Flatbush-Farragut,4010,5647.03622478000,1676352.26710000006
872,3,Brooklyn,087200,3087200,I,BK91,East Flatbush-Farragut,4010,5610.18906726000,1584290.99200999993
874.01,3,Brooklyn,087401,3087401,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5379.98003225000,1405606.82470000000
876,3,Brooklyn,087600,3087600,I,BK60,Prospect Lefferts Gardens-Wingate,4011,5395.09554925000,1530835.46635999996
878,3,Brooklyn,087800,3087800,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6146.79498907000,1629552.99855999998
882,3,Brooklyn,088200,3088200,E,BK96,Rugby-Remsen Village,4010,8734.80571070000,2188027.80673999991
884,3,Brooklyn,088400,3088400,E,BK96,Rugby-Remsen Village,4010,6494.43008651000,1797773.03086000006
886,3,Brooklyn,088600,3088600,E,BK96,Rugby-Remsen Village,4010,6397.29461093000,1934361.74368000007
888,3,Brooklyn,088800,3088800,E,BK96,Rugby-Remsen Village,4010,6440.92225092000,2166799.52098000003
890,3,Brooklyn,089000,3089000,E,BK96,Rugby-Remsen Village,4010,9452.90969618000,2672111.33625999978
894,3,Brooklyn,089400,3089400,E,BK81,Brownsville,4007,6291.04624018000,1853454.09730000002
896,3,Brooklyn,089600,3089600,E,BK81,Brownsville,4007,5646.71697800000,1605933.94522999995
898,3,Brooklyn,089800,3089800,E,BK81,Brownsville,4007,5546.68353125000,1661400.07991000009
902,3,Brooklyn,090200,3090200,E,BK81,Brownsville,4007,6035.68023419000,2051102.91280999989
906,3,Brooklyn,090600,3090600,E,BK81,Brownsville,4007,6160.46340005000,2107747.33883999987
916,3,Brooklyn,091600,3091600,E,BK81,Brownsville,4007,6785.20447088000,2321085.57145999977
918,3,Brooklyn,091800,3091800,E,BK81,Brownsville,4007,6504.83689333000,2256021.13526999997
920,3,Brooklyn,092000,3092000,E,BK81,Brownsville,4007,6706.17705483000,2555478.21441000002
922,3,Brooklyn,092200,3092200,E,BK81,Brownsville,4007,7713.68967938000,1743529.68060999992
924,3,Brooklyn,092400,3092400,E,BK81,Brownsville,4007,8447.42139994000,2709111.04706999986
928,3,Brooklyn,092800,3092800,I,BK96,Rugby-Remsen Village,4010,5286.46068709000,1692107.98453000002
930,3,Brooklyn,093000,3093000,I,BK96,Rugby-Remsen Village,4010,6635.84834521000,2090418.90113999997
938,3,Brooklyn,093800,3093800,E,BK96,Rugby-Remsen Village,4010,5280.36274317000,1411460.03043999989
954,3,Brooklyn,095400,3095400,I,BK50,Canarsie,4009,6931.21849059000,2551621.26023000013
956,3,Brooklyn,095600,3095600,I,BK50,Canarsie,4009,8009.77140454000,2557409.13568999991
958,3,Brooklyn,095800,3095800,I,BK50,Canarsie,4009,6859.00873403000,2523068.08479999984
964,3,Brooklyn,096400,3096400,E,BK50,Canarsie,4009,5517.26276702000,1900792.30035999999
966,3,Brooklyn,096600,3096600,I,BK50,Canarsie,4009,6518.29129215000,1950813.69815000007
968,3,Brooklyn,096800,3096800,I,BK50,Canarsie,4009,5097.84052713000,1603786.87134999991
970,3,Brooklyn,097000,3097000,I,BK50,Canarsie,4009,5377.96111621000,1759315.57574000000
984,3,Brooklyn,098400,3098400,I,BK50,Canarsie,4009,4686.58621520000,1214786.69087999989
986,3,Brooklyn,098600,3098600,I,BK50,Canarsie,4009,5278.87711624000,1677791.55349000008
988,3,Brooklyn,098800,3098800,I,BK50,Canarsie,4009,5359.32170706000,1743253.15063000005
990,3,Brooklyn,099000,3099000,I,BK50,Canarsie,4009,5378.75402940000,1762100.33174999990
992,3,Brooklyn,099200,3099200,I,BK50,Canarsie,4009,5262.82476595000,1448961.10688000009
994,3,Brooklyn,099400,3099400,I,BK50,Canarsie,4009,5763.48484269000,1872516.86517999996
996,3,Brooklyn,099600,3099600,I,BK50,Canarsie,4009,5666.14220645000,2041897.34687000001
1004,3,Brooklyn,100400,3100400,I,BK50,Canarsie,4009,4996.86856619000,1421504.19879999990
1006,3,Brooklyn,100600,3100600,I,BK50,Canarsie,4009,5220.14981377000,1637144.15763000003
1008,3,Brooklyn,100800,3100800,E,BK50,Canarsie,4009,5432.52851017000,1602833.03334999993
1010,3,Brooklyn,101000,3101000,I,BK50,Canarsie,4009,5605.21551881000,1844400.82810999989
1012,3,Brooklyn,101200,3101200,E,BK50,Canarsie,4009,5338.62102894000,1730638.62396000000
1014,3,Brooklyn,101400,3101400,I,BK50,Canarsie,4009,5259.87699226000,1668038.31559000001
1016,3,Brooklyn,101600,3101600,I,BK50,Canarsie,4009,4674.60849378000,1210060.37147999997
1018,3,Brooklyn,101800,3101800,I,BK50,Canarsie,4009,14375.58136070000,2623263.49855000013
1020,3,Brooklyn,102000,3102000,I,BK50,Canarsie,4009,5294.22318068000,1690994.84795000008
1024,3,Brooklyn,102400,3102400,I,BK50,Canarsie,4009,5452.82531659000,1540219.43155000010
1026,3,Brooklyn,102600,3102600,I,BK50,Canarsie,4009,5343.14058726000,1462012.23698000005
1110,3,Brooklyn,111000,3111000,E,BK82,East New York,4008,4637.06901487000,1326238.79563000007
1120,3,Brooklyn,112000,3112000,E,BK82,East New York,4008,5493.04324820000,1861924.20293999999
1122,3,Brooklyn,112200,3112200,E,BK85,East New York (Pennsylvania Ave),4007,5931.01691193000,1747124.26893000002
1124,3,Brooklyn,112400,3112400,E,BK82,East New York,4008,5874.91843144000,1914338.70457999990
1126,3,Brooklyn,112600,3112600,E,BK85,East New York (Pennsylvania Ave),4007,5460.42125669000,1813472.17503999989
1128,3,Brooklyn,112800,3112800,E,BK85,East New York (Pennsylvania Ave),4007,5742.49267780000,1982798.08404000010
1130,3,Brooklyn,113000,3113000,E,BK85,East New York (Pennsylvania Ave),4007,7587.90179677000,2086280.51053000009
1134,3,Brooklyn,113400,3113400,E,BK85,East New York (Pennsylvania Ave),4007,5266.48503745000,1651198.36538000009
1146,3,Brooklyn,114600,3114600,E,BK83,Cypress Hills-City Line,4008,5921.10217724000,1723239.68381999992
1150,3,Brooklyn,115000,3115000,E,BK82,East New York,4008,5234.74501164000,1703334.24151000008
1152,3,Brooklyn,115200,3115200,E,BK82,East New York,4008,5358.55960102000,1788251.79520999989
1156,3,Brooklyn,115600,3115600,E,BK85,East New York (Pennsylvania Ave),4007,5354.67799506000,1720940.11006999994
1158,3,Brooklyn,115800,3115800,E,BK85,East New York (Pennsylvania Ave),4007,5290.73350365000,1668175.77454999997
1160,3,Brooklyn,116000,3116000,E,BK82,East New York,4008,5240.89803884000,1629832.72136000008
1162,3,Brooklyn,116200,3116200,E,BK82,East New York,4008,5134.95684310000,1543810.24209999992
1164,3,Brooklyn,116400,3116400,E,BK82,East New York,4008,5646.04795041000,1954432.59795999993
1166,3,Brooklyn,116600,3116600,E,BK82,East New York,4008,5251.28243068000,1715706.34764000005
1168,3,Brooklyn,116800,3116800,E,BK82,East New York,4008,5447.92797757000,1549346.28777999990
1170,3,Brooklyn,117000,3117000,E,BK82,East New York,4008,5331.20045951000,1653944.01954000001
1172.01,3,Brooklyn,117201,3117201,E,BK83,Cypress Hills-City Line,4008,5149.18211811000,1390018.19050000003
1172.02,3,Brooklyn,117202,3117202,E,BK83,Cypress Hills-City Line,4008,5193.71850885000,1634622.19974000007
1192,3,Brooklyn,119200,3119200,E,BK82,East New York,4008,6322.10356561000,2426609.84598000022
1194,3,Brooklyn,119400,3119400,E,BK82,East New York,4008,5622.86376474000,1964535.92004000000
16,2,Bronx,001600,2001600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,9671.30628231000,5221332.41430000030
27.01,2,Bronx,002701,2002701,E,BX39,Mott Haven-Port Morris,3710,4113.17427793000,877836.87676899997
33,2,Bronx,003300,2003300,E,BX39,Mott Haven-Port Morris,3710,5957.06706988000,1639977.74020999996
35,2,Bronx,003500,2003500,E,BX39,Mott Haven-Port Morris,3710,5804.92340788000,1525330.72751000011
37,2,Bronx,003700,2003700,E,BX39,Mott Haven-Port Morris,3710,5545.81415829000,1787327.10230999999
38,2,Bronx,003800,2003800,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,3473.80585409000,682166.20968099998
40.01,2,Bronx,004001,2004001,E,BX55,Soundview-Bruckner,3709,4916.71572832000,1325276.21607999993
44,2,Bronx,004400,2004400,E,BX55,Soundview-Bruckner,3709,8675.98341779000,2884624.05825999985
48,2,Bronx,004800,2004800,E,BX55,Soundview-Bruckner,3709,5406.98229908000,1568167.53359999997
50.02,2,Bronx,005002,2005002,E,BX55,Soundview-Bruckner,3709,4539.78953803000,1226231.22418999998
68,2,Bronx,006800,2006800,E,BX55,Soundview-Bruckner,3709,5612.22944290000,1692236.92017999990
70,2,Bronx,007000,2007000,E,BX55,Soundview-Bruckner,3709,6251.69252989000,2207823.45351999998
89,2,Bronx,008900,2008900,E,BX27,Hunts Point,3710,5220.49242265000,1174411.47286999994
121.01,2,Bronx,012101,2012101,E,BX35,Morrisania-Melrose,3705,4426.94576890000,1251776.33698999998
121.02,2,Bronx,012102,2012102,E,BX27,Hunts Point,3710,3955.66026316000,556269.41114300000
125,2,Bronx,012500,2012500,E,BX35,Morrisania-Melrose,3705,5707.51669640000,1828803.46249000006
127.01,2,Bronx,012701,2012701,E,BX27,Hunts Point,3710,5036.14187227000,1172804.18598000007
129.01,2,Bronx,012901,2012901,E,BX33,Longwood,3710,7111.23571331000,1684030.97690999997
130,2,Bronx,013000,2013000,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,6464.56047884000,1250249.40987000009
131,2,Bronx,013100,2013100,E,BX33,Longwood,3710,6532.35195095000,2475848.31888000015
135,2,Bronx,013500,2013500,E,BX35,Morrisania-Melrose,3705,6989.10111553000,1805899.36641000002
143,2,Bronx,014300,2014300,E,BX14,East Concourse-Concourse Village,3708,6701.75200984000,1395894.31655000011
151,2,Bronx,015100,2015100,E,BX35,Morrisania-Melrose,3705,7623.40367815000,2251593.51193000004
159,2,Bronx,015900,2015900,E,BX27,Hunts Point,3710,4432.93381213000,1112938.80756000010
162,2,Bronx,016200,2016200,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,5599.10797672000,1944076.72762000002
163,2,Bronx,016300,2016300,I,BX99,park-cemetery-etc-Bronx,3705,11728.46748150000,6340258.68785000034
166,2,Bronx,016600,2016600,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,7735.97845008000,3078388.82231999980
175,2,Bronx,017500,2017500,E,BX14,East Concourse-Concourse Village,3708,5723.65376434000,1631792.18090000004
