COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,uber_data_uber_count,green_data_green_data,yellow_data_yellow_count
81,126500,36081126500,1265,Census Tract 1265,200793,0,56,174,59
81,126700,36081126700,1267,Census Tract 1267,779554,0,803,4364,281
81,127700,36081127700,1277,Census Tract 1277,1071331,0,310,170,91
81,128300,36081128300,1283,Census Tract 1283,1974621,0,30,38,89
81,129102,36081129102,1291.02,Census Tract 1291.02,991868,0,70,21,48
81,129103,36081129103,1291.03,Census Tract 1291.03,458536,0,50,46,32
81,129104,36081129104,1291.04,Census Tract 1291.04,708262,0,66,37,35
81,130100,36081130100,1301,Census Tract 1301,698698,0,66,58,109
81,133300,36081133300,1333,Census Tract 1333,695376,0,87,105,49
81,133900,36081133900,1339,Census Tract 1339,226211,0,73,80,23
81,134100,36081134100,1341,Census Tract 1341,593305,0,74,73,92
81,134700,36081134700,1347,Census Tract 1347,1078957,0,252,221,219
81,136700,36081136700,1367,Census Tract 1367,772177,0,99,47,37
81,137700,36081137700,1377,Census Tract 1377,749685,0,61,51,43
81,138501,36081138501,1385.01,Census Tract 1385.01,989756,49214,116,66,28
81,138502,36081138502,1385.02,Census Tract 1385.02,2353857,39269,27,24,92
81,139900,36081139900,1399,Census Tract 1399,364201,0,19,29,27
81,140300,36081140300,1403,Census Tract 1403,374326,0,25,24,31
81,140901,36081140901,1409.01,Census Tract 1409.01,244502,0,10,11,15
81,140902,36081140902,1409.02,Census Tract 1409.02,537656,0,61,36,23
81,141700,36081141700,1417,Census Tract 1417,892286,0,81,84,88
81,142900,36081142900,1429,Census Tract 1429,532449,0,43,22,17
81,143500,36081143500,1435,Census Tract 1435,357723,0,20,18,22
81,144100,36081144100,1441,Census Tract 1441,337063,0,34,27,10
81,144700,36081144700,1447,Census Tract 1447,412781,0,74,58,18
81,145101,36081145101,1451.01,Census Tract 1451.01,251956,0,39,30,13
81,145102,36081145102,1451.02,Census Tract 1451.02,343669,0,19,17,16
81,145900,36081145900,1459,Census Tract 1459,370275,0,49,45,15
81,146300,36081146300,1463,Census Tract 1463,323967,0,42,63,31
81,146700,36081146700,1467,Census Tract 1467,354572,0,156,403,88
81,147100,36081147100,1471,Census Tract 1471,421861,0,145,94,28
81,147900,36081147900,1479,Census Tract 1479,913938,0,135,22,41
81,148300,36081148300,1483,Census Tract 1483,1334133,1047226,71,8,19
47,150200,36047150200,1502,Census Tract 1502,319296,0,793,1464,1079
81,150701,36081150701,1507.01,Census Tract 1507.01,877294,0,41,18,18
81,150702,36081150702,1507.02,Census Tract 1507.02,857371,0,103,21,30
47,152200,36047152200,1522,Census Tract 1522,389973,0,784,2024,1541
81,152901,36081152901,1529.01,Census Tract 1529.01,1397876,0,99,35,36
81,152902,36081152902,1529.02,Census Tract 1529.02,1038709,0,39,25,26
81,155101,36081155101,1551.01,Census Tract 1551.01,474842,0,57,21,19
81,155102,36081155102,1551.02,Census Tract 1551.02,1441708,0,262,78,73
81,156700,36081156700,1567,Census Tract 1567,1470020,0,44,80,97
81,157101,36081157101,1571.01,Census Tract 1571.01,1225446,0,102,58,217
81,157102,36081157102,1571.02,Census Tract 1571.02,315113,0,14,35,186
81,157901,36081157901,1579.01,Census Tract 1579.01,913471,0,42,34,117
81,157902,36081157902,1579.02,Census Tract 1579.02,722590,0,31,42,53
81,157903,36081157903,1579.03,Census Tract 1579.03,686086,0,65,41,41
81,161700,36081161700,1617,Census Tract 1617,706696,0,73,36,45
81,162100,36081162100,1621,Census Tract 1621,717183,0,69,62,132
85,990100,36085990100,9901,Census Tract 9901,0,80253318,0,0,36
